Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.375072625,-0.1735377592,0.01426358823,0.2082649759,0.2714647381
2.385098625,-0.1463207245,0.00251236584,0.231679548,0.2740282456
2.395123625,-0.1402045369,0.0008041383326,0.2649969828,0.299802201
2.405149625,-0.1448647678,0.0001474960148,0.2328876193,0.2742671434
2.415175625,-0.1573029649,-0.01197962925,0.2342172396,0.2823923682
2.425201625,-0.1191475439,-0.0002516129985,0.2206295164,0.2507460549
2.435227625,-0.1092774439,0.006346129328,0.2155774856,0.2417756923
2.445253625,-0.1242480701,-0.01213995259,0.2388073039,0.2694696454
2.455279625,-0.1565837574,-0.01916823272,0.2623844651,0.3061560089
2.465305625,-0.1127202845,0.01185194068,0.2580154073,0.2818124934
2.475331625,-0.1142054772,0.07141124077,0.2727211547,0.3041698285
2.485356625,-0.1242141563,0.06907235451,0.267338208,0.3027703159
2.495382625,-0.06715585649,0.05068216693,0.2739163621,0.2865462695
2.505408625,-0.03538793385,0.06814217214,0.2927466989,0.3026487918
2.515434625,-0.105408926,0.05607779481,0.2781228125,0.3026682335
2.525460625,-0.115100686,0.04932166602,0.2808253956,0.3074795887
2.535486625,-0.1026320833,0.03523945112,0.2562998525,0.2783249501
2.545512625,-0.1742821097,0.008586343825,0.2684339944,0.3201636901
2.555538625,-0.1793224096,0.004050000831,0.2660377872,0.3208567177
2.565564625,-0.06954795241,-0.008774441443,0.2489990373,0.2586782347
2.575589625,-0.08400811672,-0.04440996833,0.25111805,0.268495594
2.585615625,-0.1510060984,-0.03370294902,0.2509730025,0.2948324584
2.595641625,-0.06456553996,-0.01550319795,0.2584364069,0.2668303478
2.605667625,-0.02301814914,0.02633677293,0.256576974,0.2589501967
2.615693625,-0.0929876858,0.02280732047,0.237221539,0.2558142728
2.625719625,-0.1045680964,-0.04452749737,0.2897529427,0.3112458074
2.635745625,-0.03127909541,-0.04490084209,0.3292590888,0.333775396
2.645771625,0.0459041512,-0.05828906558,0.2500901278,0.2608637159
2.655797292,-0.002045356035,-0.09470446486,0.2060313396,0.2267642653
2.665822292,0.02245623171,-0.08554619025,0.2046829716,0.2229743301
2.675848292,0.003848052621,-0.1009925971,0.1877178784,0.2131954832
2.685874292,-0.09244740307,-0.1407062646,0.1827710974,0.2484955719
2.695900292,-0.1249766332,-0.09982172873,0.1734939051,0.2359738788
2.705926292,-0.0934297353,-0.06689850591,0.1585998774,0.1958531251
2.715952292,-0.1349309331,-0.04284218363,0.1137423778,0.1816015912
2.725978292,-0.1951379585,-0.025137509,0.07203767857,0.2095236129
2.736004292,-0.2002507639,-0.03444799393,0.0654525443,0.2134738117
2.746030292,-0.18021411,-0.03237332873,0.07627575874,0.1983510757
2.756055292,-0.1859204078,-0.03737722971,0.08452033281,0.2076225951
2.766081292,-0.1706650221,-0.007967562228,0.0308756558,0.1736183687
2.776107292,-0.1181418228,-0.01792325087,-0.004972472191,0.1195970681
2.786133292,-0.1241492522,0.01336538281,0.02247437635,0.1268730384
2.796159292,-0.1870360565,0.01814617597,0.003727033529,0.1879512195
2.806185292,-0.2213381624,0.01494325396,0.01735572377,0.222519896
2.816211292,-0.1956109983,0.02594983343,0.01434672832,0.1978456093
2.826237292,-0.2427875036,0.01017696921,-0.01433740932,0.2434233019
2.836263292,-0.2621254152,0.02412031274,-0.03855423767,0.26604126
2.846288292,-0.2576651591,0.03735077105,-0.04556618214,0.2643155146
2.856314292,-0.2749126911,0.04031516321,-0.02488574982,0.278965232
2.866340292,-0.3179043442,0.01033795036,-0.03682108641,0.320196561
2.876366292,-0.3023682922,0.02221485134,-0.05963809133,0.3089931807
2.886392292,-0.2756079251,0.006481126919,-0.1049622353,0.2949894984
2.896418292,-0.2864264435,-0.03018932059,-0.146341811,0.323059481
2.906444292,-0.2803313059,-0.07246757682,-0.171829824,0.3366937468
2.916470292,-0.2684041554,-0.05896949876,-0.1619023848,0.3189523077
2.926496292,-0.2918052971,-0.05349548165,-0.1924716282,0.3536345934
2.936521292,-0.3267336398,-0.06135194678,-0.2309112604,0.4047702348
2.946547292,-0.2396715224,-0.0634488314,-0.2371747978,0.343103596
2.956573292,-0.1554622614,-0.03089716259,-0.2105430146,0.2635365447
2.966599292,-0.09101717412,-0.03417324789,-0.2174825084,0.2382237988
2.976625292,-0.03032658398,-0.0399752938,-0.2135625168,0.2193779259
2.986651292,-0.01036068141,-0.04070959445,-0.2161095822,0.2201544147
2.996677292,-0.0005853062868,-0.07054373324,-0.2088052404,0.2204005202
3.006703292,0.03807472944,-0.0559160462,-0.2148676336,0.2252651531
3.016729292,0.04828806102,-0.03137656119,-0.2104447814,0.2181816478
3.026754292,0.005505153537,-0.05209927619,-0.1977540394,0.2045759061
3.036780292,0.02932612538,-0.03227615532,-0.182574631,0.1877105956
3.046806292,0.008094300628,-0.01372469421,-0.1903455806,0.1910113216
3.056832292,-0.02003431499,-0.02400303952,-0.173475194,0.176270141
3.066858292,-0.02181830049,-0.01343262579,-0.1697411438,0.171664002
3.076884292,-0.04620118976,-0.02071120329,-0.1714158046,0.1787369071
3.086910292,0.02910568535,0.006198779494,-0.1983808243,0.2006003919
3.096936292,0.09317772031,0.04932046004,-0.1930364509,0.2199492367
3.106962292,0.09871854186,0.03804224085,-0.1401436893,0.1755927568
3.116987292,0.1271535516,0.04405975666,-0.1329293947,0.1891547298
3.127013292,0.2141074955,0.08840343218,-0.1498219824,0.2758691952
3.137039292,0.2785987759,0.1190674005,-0.1440952377,0.335496291
3.147065292,0.3128523499,0.1269940688,-0.1374095678,0.3645346015
3.157091292,0.2999446213,0.1252877416,-0.08820411522,0.3368141327
3.167117292,0.313225987,0.104541053,-0.06131741166,0.3358558852
3.177143292,0.2898271841,0.1056928449,-0.07128461201,0.3166263887
3.187169292,0.2644765806,0.1130357783,-0.06578230899,0.2950462015
3.197195292,0.2615775311,0.1487536413,-0.05153032383,0.3052962903
3.207220292,0.2594240016,0.1725612011,-0.008872546759,0.3117000205
3.217246292,0.2852564156,0.1952437931,0.03031198421,0.3470016971
3.227272292,0.2718727237,0.203135305,0.0863692224,0.3501976194
3.237298292,0.2306486839,0.1995167556,0.1039985776,0.3222133692
3.247324292,0.2009600312,0.2027129168,0.1208350138,0.3099654195
3.257350292,0.1420826626,0.1879947075,0.1329657022,0.2705723028
3.267376292,0.1354571825,0.1918091021,0.135577087,0.2711466881
3.277402292,0.1033881283,0.1701013871,0.1334977806,0.2396773756
3.287428292,0.06338498712,0.1627623275,0.1437748468,0.2262309404
3.297453292,0.07937595248,0.1466300787,0.1620134453,0.2324850066
3.307479292,0.05944104016,0.1232325184,0.1672701287,0.2160990208
3.317505292,0.06105954945,0.1280558866,0.1119952297,0.1807470889
3.327531292,0.1164192331,0.1020001089,0.136891468,0.2066318805
3.337557292,0.1488782966,0.06686276481,0.1453968279,0.2185763347
3.347583292,0.17236013,0.05549519286,0.1653241388,0.2451933965
3.357609292,0.2025808793,0.02760857888,0.1495050816,0.2532844561
3.367635292,0.1379019034,0.02894700654,0.141579802,0.1997491039
3.377660292,0.09702167988,0.02518662561,0.173074075,0.2000055197
3.387686292,0.0955148524,-0.007265055813,0.1535455624,0.1809754343
3.397712292,0.07290600836,-0.008549762182,0.1473930856,0.1646605786
3.407738292,0.0354733032,-0.06654270284,0.139201173,0.1583137805
3.417764292,0.0260376513,-0.08287196618,0.1278002536,0.1545271073
3.427790292,0.02692584336,-0.09873520643,0.06951988578,0.1237200733
3.437816292,-0.01634296775,-0.1386030576,0.07717855057,0.1594817508
3.447842292,-0.0004952591658,-0.1465803043,0.08357193271,0.16873144
3.457868292,-0.0159295696,-0.1472212688,0.1066041152,0.1824617509
3.467893292,-0.0559093219,-0.1498570109,0.1415376838,0.2135787722
3.477919292,-0.09289997756,-0.1380226484,0.1528403699,0.2259221901
3.487945292,-0.1075840902,-0.13606818,0.1545278946,0.232309613
3.497971292,-0.08888878763,-0.1345459671,0.1446788263,0.2166467092
3.507997292,-0.06974968135,-0.1423894221,0.1403822923,0.2117709932
3.518023292,-0.03668718517,-0.1770159389,0.1371020043,0.2268866496
3.528049292,-0.08161894441,-0.2399412252,0.1726659576,0.3066707951
3.538075292,-0.09152763605,-0.2309839121,0.1571731567,0.2939970697
3.548101292,-0.09111248374,-0.2248318372,0.1413938423,0.280790061
3.558126292,-0.04550069332,-0.2037518939,0.1423235496,0.2526680433
3.568152292,-0.05437969029,-0.197952662,0.1301882748,0.2430872148
3.578178292,-0.02164697707,-0.1708145647,0.1381603686,0.220758906
3.588204292,0.03817237794,-0.1704571171,0.1296198889,0.2175179873
3.598230292,-0.003196088076,-0.1488604626,0.1630765239,0.2208248287
3.608256292,-0.0471051693,-0.1518595361,0.1229739618,0.2010045048
3.618282292,-0.07380238652,-0.1593461283,0.1388900646,0.2238937938
3.628308292,-0.08074361622,-0.1670488847,0.1128839882,0.21718116
3.638334292,-0.05716238022,-0.1789533772,0.09046459397,0.2085082533
3.648359292,-0.05394465744,-0.202719166,0.0836245211,0.2258276928
3.658385042,-0.1185394335,-0.1885565153,0.09368759751,0.2416247559
3.668411042,-0.1623280621,-0.1746087864,0.1245094498,0.2689632523
3.678437042,-0.24923172,-0.1480999957,0.1059632603,0.308671786
3.688463042,-0.3225131196,-0.1251938207,0.1238838069,0.3674716352
3.698489042,-0.2604788393,-0.1000068662,0.1550938869,0.3192251756
3.708515042,-0.2155108273,-0.08491823584,0.1432509454,0.2723542855
3.718541042,-0.2352083427,-0.08730495963,0.1534671915,0.294104232
3.728567042,-0.2947253966,-0.08033913508,0.1538928505,0.3420532787
3.738592042,-0.3295490742,-0.076892238,0.1927932433,0.3894666137
3.748618042,-0.305405336,-0.07996816579,0.1742446876,0.3605947004
3.758644042,-0.2995242065,-0.06050731648,0.2459350598,0.3922498429
3.768670042,-0.2640146506,-0.03529499967,0.2377419412,0.3570303955
3.778696042,-0.2280583674,-0.001160416491,0.2402702773,0.3312729564
3.788722042,-0.2474933428,0.004497020468,0.2159516891,0.3284940029
3.798748042,-0.2564530313,0.01512550436,0.2108564436,0.332351287
3.808774042,-0.2502935743,0.026888275,0.1887504601,0.3146372338
3.818800042,-0.2194401562,0.0171130826,0.1715654933,0.2790726756
3.828825042,-0.19606942,0.01212354384,0.1480409753,0.245980341
3.838851042,-0.1794346762,0.01898269325,0.1724905411,0.249619976
3.848877042,-0.1334615278,0.02817440663,0.1660948384,0.2149262011
3.858903042,-0.1085956585,0.05155047845,0.1472785075,0.1901089889
